order_id,customer_id,order_maker_id,order_date,order_time,completion_time,is_complain,complain_detail,created_date
TRX003234,CUST007085,EMP000286,02/24/2025,12:34:37,12:50:51,0,,2025-02-24 12:34:42
TRX003235,CUST009740,EMP000665,02/24/2025,12:49:47,13:05:42,0,,2025-02-24 12:49:52
TRX003236,CUST006814,EMP000756,02/24/2025,12:50:51,13:16:53,0,,2025-02-24 12:50:56
TRX003237,CUST009740,EMP000437,02/24/2025,12:51:26,13:14:58,0,,2025-02-24 12:51:31
TRX003238,CUST001735,EMP000646,02/24/2025,12:52:55,13:20:11,0,,2025-02-24 12:53:00
TRX003239,CUST001042,EMP000646,02/24/2025,13:11:53,13:25:19,0,,2025-02-24 13:11:58
TRX003240,CUST006034,EMP000646,02/24/2025,13:24:10,13:40:58,0,,2025-02-24 13:24:15
TRX003241,CUST009381,EMP000756,02/24/2025,13:26:36,13:54:27,0,,2025-02-24 13:26:41
TRX003242,CUST004105,EMP000286,02/24/2025,13:26:39,13:42:02,0,,2025-02-24 13:26:44
TRX003243,CUST008674,EMP000302,02/24/2025,13:29:11,13:52:09,0,,2025-02-24 13:29:16
TRX003244,CUST001704,EMP000208,02/24/2025,13:40:52,13:54:35,0,,2025-02-24 13:40:57
TRX003245,CUST003570,EMP000295,02/24/2025,14:08:37,14:34:16,0,,2025-02-24 14:08:42
TRX003246,CUST007254,EMP000302,02/24/2025,14:31:36,14:45:36,0,,2025-02-24 14:31:41
TRX003247,CUST009381,EMP000665,02/24/2025,14:43:13,14:53:43,0,,2025-02-24 14:43:18
TRX003248,CUST001979,EMP000646,02/24/2025,15:00:06,15:14:41,1,Dough undercooked,2025-02-24 15:00:11
TRX003249,CUST003549,EMP000295,02/24/2025,15:18:55,15:46:24,0,,2025-02-24 15:19:00
TRX003250,CUST001042,EMP000295,02/24/2025,16:09:29,16:39:23,0,,2025-02-24 16:09:34
TRX003251,CUST001988,EMP000560,02/24/2025,16:19:28,16:32:47,0,,2025-02-24 16:19:33
TRX003252,CUST001137,EMP000231,02/24/2025,16:28:32,16:45:33,0,,2025-02-24 16:28:37
TRX003253,CUST005584,EMP000646,02/24/2025,16:33:11,16:53:22,0,,2025-02-24 16:33:16
TRX003254,CUST005127,EMP000560,02/24/2025,16:39:08,16:59:31,0,,2025-02-24 16:39:13
TRX003255,CUST001735,EMP000560,02/24/2025,16:41:21,17:08:21,0,,2025-02-24 16:41:26
TRX003256,CUST007768,EMP000208,02/24/2025,17:31:07,17:58:19,0,,2025-02-24 17:31:12
TRX003257,CUST003319,EMP000231,02/24/2025,17:38:20,18:01:07,0,,2025-02-24 17:38:25
TRX003258,CUST007656,EMP000286,02/24/2025,17:40:49,18:03:04,0,,2025-02-24 17:40:54
TRX003259,CUST004392,EMP000286,02/24/2025,17:40:57,17:55:22,0,,2025-02-24 17:41:02
TRX003260,CUST004841,EMP000208,02/24/2025,17:41:19,18:02:30,0,,2025-02-24 17:41:24
TRX003261,CUST003319,EMP000286,02/24/2025,17:50:57,18:05:23,0,,2025-02-24 17:51:02
TRX003262,CUST007768,EMP000646,02/24/2025,18:05:09,18:23:49,0,,2025-02-24 18:05:14
TRX003263,CUST002965,EMP000231,02/24/2025,18:11:03,18:29:14,0,,2025-02-24 18:11:08
TRX003264,CUST005127,EMP000665,02/24/2025,18:19:39,18:46:20,0,,2025-02-24 18:19:44
TRX003265,CUST001597,EMP000560,02/24/2025,18:39:12,19:03:56,0,,2025-02-24 18:39:17
TRX003266,CUST007085,EMP000756,02/24/2025,18:40:58,19:01:17,0,,2025-02-24 18:41:03
TRX003267,CUST003549,EMP000231,02/24/2025,18:42:17,18:52:28,0,,2025-02-24 18:42:22
TRX003268,CUST005205,EMP000646,02/24/2025,19:23:15,19:44:57,0,,2025-02-24 19:23:20
TRX003269,CUST005109,EMP000208,02/24/2025,19:26:01,19:51:06,0,,2025-02-24 19:26:06
TRX003270,CUST009162,EMP000295,02/24/2025,19:31:37,19:51:04,0,,2025-02-24 19:31:42
TRX003271,CUST007656,EMP000756,02/24/2025,19:40:28,20:09:12,1,Missing toppings,2025-02-24 19:40:33
TRX003272,CUST004547,EMP000302,02/24/2025,19:43:11,20:06:43,0,,2025-02-24 19:43:16
TRX003273,CUST001128,EMP000231,02/24/2025,20:20:10,20:31:44,0,,2025-02-24 20:20:15
TRX003274,CUST006333,EMP000208,02/24/2025,20:23:21,20:45:59,0,,2025-02-24 20:23:26
TRX003275,CUST007482,EMP000295,02/24/2025,20:40:50,20:56:14,1,Order took too long,2025-02-24 20:40:55
TRX003276,CUST004778,EMP000437,02/24/2025,20:46:55,21:08:14,0,,2025-02-24 20:47:00
TRX003277,CUST004392,EMP000231,02/24/2025,20:49:40,21:07:15,0,,2025-02-24 20:49:45
TRX003278,CUST003319,EMP000756,02/24/2025,21:03:42,21:16:19,1,Missing toppings,2025-02-24 21:03:47
TRX003279,CUST004817,EMP000295,02/24/2025,21:35:05,21:58:37,0,,2025-02-24 21:35:10
TRX003280,CUST004841,EMP000231,02/24/2025,21:48:31,22:13:56,0,,2025-02-24 21:48:36
TRX003281,CUST004537,EMP000437,02/24/2025,21:50:48,22:03:42,0,,2025-02-24 21:50:53
TRX003282,CUST005109,EMP000560,02/24/2025,22:57:58,23:24:10,0,,2025-02-24 22:58:03
TRX003283,CUST004105,EMP000295,02/25/2025,10:54:03,11:14:55,0,,2025-02-25 10:54:08
TRX003284,CUST001309,EMP000231,02/25/2025,11:37:52,11:53:57,0,,2025-02-25 11:37:57
TRX003285,CUST008535,EMP000302,02/25/2025,11:47:42,12:06:33,1,Missing toppings,2025-02-25 11:47:47
TRX003286,CUST007747,EMP000231,02/25/2025,11:50:16,12:03:57,0,,2025-02-25 11:50:21
TRX003287,CUST009162,EMP000560,02/25/2025,12:00:21,12:27:36,0,,2025-02-25 12:00:26
TRX003288,CUST006034,EMP000295,02/25/2025,12:00:55,12:13:35,0,,2025-02-25 12:01:00
TRX003289,CUST004778,EMP000560,02/25/2025,12:22:27,12:51:22,0,,2025-02-25 12:22:32
TRX003290,CUST003570,EMP000286,02/25/2025,12:32:36,12:59:45,0,,2025-02-25 12:32:41
TRX003291,CUST005109,EMP000646,02/25/2025,12:34:40,13:03:34,0,,2025-02-25 12:34:45
TRX003292,CUST008584,EMP000756,02/25/2025,12:39:18,12:52:22,0,,2025-02-25 12:39:23
TRX003293,CUST009162,EMP000560,02/25/2025,12:41:42,13:03:03,0,,2025-02-25 12:41:47
TRX003294,CUST005264,EMP000286,02/25/2025,12:43:23,13:05:51,0,,2025-02-25 12:43:28
TRX003295,CUST009740,EMP000756,02/25/2025,12:44:09,13:01:08,0,,2025-02-25 12:44:14
TRX003296,CUST007150,EMP000756,02/25/2025,12:45:11,12:58:26,0,,2025-02-25 12:45:16
TRX003297,CUST006034,EMP000286,02/25/2025,12:57:10,13:09:06,0,,2025-02-25 12:57:15
TRX003298,CUST002965,EMP000302,02/25/2025,13:01:51,13:31:02,1,Missing toppings,2025-02-25 13:01:56
TRX003299,CUST001042,EMP000665,02/25/2025,13:08:59,13:28:29,0,,2025-02-25 13:09:04
TRX003300,CUST001735,EMP000302,02/25/2025,13:10:46,13:29:24,0,,2025-02-25 13:10:51
TRX003301,CUST007482,EMP000437,02/25/2025,13:18:01,13:30:22,0,,2025-02-25 13:18:06
TRX003302,CUST009381,EMP000756,02/25/2025,13:24:42,13:46:00,0,,2025-02-25 13:24:47
TRX003303,CUST008078,EMP000437,02/25/2025,13:29:23,13:51:02,0,,2025-02-25 13:29:28
TRX003304,CUST008132,EMP000208,02/25/2025,13:36:09,13:54:01,0,,2025-02-25 13:36:14
TRX003305,CUST006964,EMP000302,02/25/2025,14:24:47,14:47:19,1,Missing toppings,2025-02-25 14:24:52
TRX003306,CUST006034,EMP000437,02/25/2025,14:25:47,14:47:44,0,,2025-02-25 14:25:52
TRX003307,CUST001128,EMP000665,02/25/2025,14:43:41,15:05:38,0,,2025-02-25 14:43:46
TRX003308,CUST007768,EMP000646,02/25/2025,15:07:18,15:34:59,0,,2025-02-25 15:07:23
TRX003309,CUST002287,EMP000286,02/25/2025,15:11:35,15:32:54,0,,2025-02-25 15:11:40
TRX003310,CUST005956,EMP000756,02/25/2025,15:39:00,16:05:27,0,,2025-02-25 15:39:05
TRX003311,CUST002637,EMP000560,02/25/2025,15:44:27,15:56:16,0,,2025-02-25 15:44:32
TRX003312,CUST007747,EMP000286,02/25/2025,15:49:29,16:16:26,0,,2025-02-25 15:49:34
TRX003313,CUST003406,EMP000302,02/25/2025,15:52:00,16:15:35,0,,2025-02-25 15:52:05
TRX003314,CUST006333,EMP000560,02/25/2025,15:54:56,16:17:23,0,,2025-02-25 15:55:01
TRX003315,CUST006821,EMP000646,02/25/2025,16:28:11,16:50:08,0,,2025-02-25 16:28:16
TRX003316,CUST007931,EMP000286,02/25/2025,16:38:42,16:54:39,0,,2025-02-25 16:38:47
TRX003317,CUST005249,EMP000560,02/25/2025,16:51:29,17:16:52,0,,2025-02-25 16:51:34
TRX003318,CUST003463,EMP000286,02/25/2025,16:58:06,17:12:04,0,,2025-02-25 16:58:11
TRX003319,CUST001988,EMP000286,02/25/2025,17:05:27,17:22:31,0,,2025-02-25 17:05:32
TRX003320,CUST008422,EMP000646,02/25/2025,17:09:14,17:27:58,0,,2025-02-25 17:09:19
TRX003321,CUST007482,EMP000295,02/25/2025,17:22:08,17:37:07,0,,2025-02-25 17:22:13
TRX003322,CUST005956,EMP000231,02/25/2025,17:25:13,17:42:17,0,,2025-02-25 17:25:18
TRX003323,CUST004837,EMP000437,02/25/2025,17:45:10,18:05:46,0,,2025-02-25 17:45:15
TRX003324,CUST009740,EMP000208,02/25/2025,17:59:30,18:19:46,0,,2025-02-25 17:59:35
TRX003325,CUST007254,EMP000646,02/25/2025,18:00:51,18:26:54,0,,2025-02-25 18:00:56
TRX003326,CUST008782,EMP000295,02/25/2025,18:15:41,18:30:22,0,,2025-02-25 18:15:46
TRX003327,CUST004817,EMP000231,02/25/2025,18:19:46,18:39:53,0,,2025-02-25 18:19:51
TRX003328,CUST004293,EMP000286,02/25/2025,18:44:25,19:00:06,0,,2025-02-25 18:44:30
TRX003329,CUST005109,EMP000437,02/25/2025,18:49:43,19:16:45,0,,2025-02-25 18:49:48
TRX003330,CUST003549,EMP000437,02/25/2025,18:58:00,19:19:03,0,,2025-02-25 18:58:05
TRX003331,CUST005109,EMP000231,02/25/2025,19:31:42,19:47:57,0,,2025-02-25 19:31:47
TRX003332,CUST001128,EMP000295,02/25/2025,19:41:18,20:02:50,0,,2025-02-25 19:41:23
TRX003333,CUST004547,EMP000756,02/25/2025,19:44:04,19:57:05,0,,2025-02-25 19:44:09
TRX003334,CUST002945,EMP000295,02/25/2025,19:54:47,20:05:54,0,,2025-02-25 19:54:52
TRX003335,CUST001120,EMP000437,02/25/2025,20:03:38,20:31:35,0,,2025-02-25 20:03:43
TRX003336,CUST009740,EMP000665,02/25/2025,20:13:37,20:41:53,0,,2025-02-25 20:13:42
TRX003337,CUST003570,EMP000302,02/25/2025,20:15:01,20:38:21,0,,2025-02-25 20:15:06
TRX003338,CUST004841,EMP000208,02/25/2025,20:16:05,20:26:40,0,,2025-02-25 20:16:10
TRX003339,CUST009740,EMP000560,02/25/2025,20:27:43,20:48:20,0,,2025-02-25 20:27:48
TRX003340,CUST002437,EMP000437,02/25/2025,20:41:17,20:57:02,0,,2025-02-25 20:41:22
TRX003341,CUST001704,EMP000437,02/25/2025,20:46:02,21:11:52,0,,2025-02-25 20:46:07
TRX003342,CUST006333,EMP000756,02/25/2025,21:08:05,21:31:03,0,,2025-02-25 21:08:10
TRX003343,CUST006814,EMP000208,02/25/2025,21:16:08,21:45:21,0,,2025-02-25 21:16:13
TRX003344,CUST009152,EMP000208,02/25/2025,21:26:35,21:36:54,0,,2025-02-25 21:26:40
TRX003345,CUST006034,EMP000208,02/25/2025,21:39:51,22:01:06,0,,2025-02-25 21:39:56
TRX003346,CUST006814,EMP000295,02/26/2025,12:01:09,12:12:13,0,,2025-02-26 12:01:14
TRX003347,CUST002965,EMP000295,02/26/2025,12:03:11,12:22:52,0,,2025-02-26 12:03:16
TRX003348,CUST003549,EMP000646,02/26/2025,12:08:52,12:33:17,1,Wrong pizza size,2025-02-26 12:08:57
TRX003349,CUST006043,EMP000208,02/26/2025,12:12:46,12:30:30,0,,2025-02-26 12:12:51
TRX003350,CUST002998,EMP000286,02/26/2025,12:16:27,12:43:42,0,,2025-02-26 12:16:32
TRX003351,CUST001597,EMP000560,02/26/2025,12:18:48,12:48:34,0,,2025-02-26 12:18:53
TRX003352,CUST009740,EMP000756,02/26/2025,12:22:34,12:43:29,0,,2025-02-26 12:22:39
TRX003353,CUST003549,EMP000302,02/26/2025,12:39:02,13:03:48,0,,2025-02-26 12:39:07
TRX003354,CUST002998,EMP000756,02/26/2025,12:58:00,13:20:11,0,,2025-02-26 12:58:05
TRX003355,CUST009381,EMP000208,02/26/2025,13:04:26,13:29:58,0,,2025-02-26 13:04:31
TRX003356,CUST004708,EMP000286,02/26/2025,13:06:30,13:18:26,0,,2025-02-26 13:06:35
TRX003357,CUST009162,EMP000437,02/26/2025,13:07:13,13:19:41,0,,2025-02-26 13:07:18
TRX003358,CUST005109,EMP000286,02/26/2025,13:13:35,13:27:14,0,,2025-02-26 13:13:40
TRX003359,CUST006034,EMP000231,02/26/2025,13:25:04,13:51:00,0,,2025-02-26 13:25:09
TRX003360,CUST007854,EMP000665,02/26/2025,13:44:24,14:13:22,0,,2025-02-26 13:44:29
TRX003361,CUST008782,EMP000208,02/26/2025,13:50:11,14:06:34,0,,2025-02-26 13:50:16
TRX003362,CUST006333,EMP000437,02/26/2025,13:50:14,14:00:30,0,,2025-02-26 13:50:19
TRX003363,CUST001979,EMP000665,02/26/2025,13:52:23,14:10:18,0,,2025-02-26 13:52:28
TRX003364,CUST009740,EMP000560,02/26/2025,13:56:18,14:25:22,0,,2025-02-26 13:56:23
TRX003365,CUST004307,EMP000286,02/26/2025,14:08:46,14:27:22,0,,2025-02-26 14:08:51
TRX003366,CUST002945,EMP000302,02/26/2025,14:18:48,14:45:51,0,,2025-02-26 14:18:53
TRX003367,CUST001979,EMP000295,02/26/2025,14:28:31,14:54:08,0,,2025-02-26 14:28:36
TRX003368,CUST002604,EMP000560,02/26/2025,14:48:56,15:08:35,0,,2025-02-26 14:49:01
TRX003369,CUST007656,EMP000208,02/26/2025,15:22:08,15:44:09,0,,2025-02-26 15:22:13
TRX003370,CUST005210,EMP000560,02/26/2025,15:39:19,15:51:58,0,,2025-02-26 15:39:24
TRX003371,CUST004609,EMP000295,02/26/2025,15:58:02,16:09:23,0,,2025-02-26 15:58:07
TRX003372,CUST004778,EMP000756,02/26/2025,15:58:38,16:20:33,0,,2025-02-26 15:58:43
TRX003373,CUST009740,EMP000295,02/26/2025,16:01:28,16:23:49,0,,2025-02-26 16:01:33
TRX003374,CUST001597,EMP000665,02/26/2025,16:15:25,16:25:49,0,,2025-02-26 16:15:30
TRX003375,CUST004778,EMP000208,02/26/2025,16:20:18,16:38:56,0,,2025-02-26 16:20:23
TRX003376,CUST001735,EMP000665,02/26/2025,16:27:20,16:55:55,0,,2025-02-26 16:27:25
TRX003377,CUST007656,EMP000665,02/26/2025,16:32:16,16:53:28,0,,2025-02-26 16:32:21
TRX003378,CUST006034,EMP000231,02/26/2025,16:53:26,17:20:07,0,,2025-02-26 16:53:31
TRX003379,CUST004392,EMP000665,02/26/2025,16:55:17,17:25:09,0,,2025-02-26 16:55:22
TRX003380,CUST004837,EMP000295,02/26/2025,17:16:51,17:40:15,0,,2025-02-26 17:16:56
TRX003381,CUST009162,EMP000208,02/26/2025,17:22:05,17:47:33,0,,2025-02-26 17:22:10
TRX003382,CUST006034,EMP000756,02/26/2025,17:24:43,17:38:37,0,,2025-02-26 17:24:48
TRX003383,CUST006333,EMP000665,02/26/2025,17:31:14,17:50:49,0,,2025-02-26 17:31:19
TRX003384,CUST005584,EMP000295,02/26/2025,17:37:19,17:49:41,0,,2025-02-26 17:37:24
TRX003385,CUST002437,EMP000231,02/26/2025,17:45:02,17:59:20,0,,2025-02-26 17:45:07
TRX003386,CUST004778,EMP000208,02/26/2025,17:50:20,18:05:44,0,,2025-02-26 17:50:25
TRX003387,CUST008196,EMP000295,02/26/2025,17:51:35,18:01:42,0,,2025-02-26 17:51:40
TRX003388,CUST009740,EMP000437,02/26/2025,17:53:56,18:10:00,0,,2025-02-26 17:54:01
TRX003389,CUST005264,EMP000560,02/26/2025,18:19:17,18:46:02,0,,2025-02-26 18:19:22
TRX003390,CUST007656,EMP000286,02/26/2025,18:26:17,18:45:30,0,,2025-02-26 18:26:22
TRX003391,CUST007931,EMP000295,02/26/2025,18:37:03,19:03:04,0,,2025-02-26 18:37:08
TRX003392,CUST007931,EMP000208,02/26/2025,18:49:00,18:59:31,1,Pizza was burnt,2025-02-26 18:49:05
TRX003393,CUST004537,EMP000756,02/26/2025,18:53:40,19:23:30,0,,2025-02-26 18:53:45
TRX003394,CUST005109,EMP000208,02/26/2025,19:03:13,19:31:28,0,,2025-02-26 19:03:18
TRX003395,CUST002287,EMP000286,02/26/2025,19:08:46,19:36:03,0,,2025-02-26 19:08:51
TRX003396,CUST003549,EMP000231,02/26/2025,19:13:12,19:43:07,0,,2025-02-26 19:13:17
TRX003397,CUST004609,EMP000560,02/26/2025,19:25:04,19:35:33,0,,2025-02-26 19:25:09
TRX003398,CUST006333,EMP000295,02/26/2025,19:49:51,20:19:48,0,,2025-02-26 19:49:56
TRX003399,CUST006333,EMP000295,02/26/2025,20:22:43,20:51:12,0,,2025-02-26 20:22:48
TRX003400,CUST007931,EMP000231,02/26/2025,22:22:05,22:43:03,0,,2025-02-26 22:22:10
TRX003401,CUST004537,EMP000208,02/27/2025,11:48:28,12:10:18,0,,2025-02-27 11:48:33
TRX003402,CUST006034,EMP000560,02/27/2025,11:51:02,12:12:37,1,Missing toppings,2025-02-27 11:51:07
TRX003403,CUST001735,EMP000560,02/27/2025,11:57:25,12:14:55,0,,2025-02-27 11:57:30
TRX003404,CUST006964,EMP000665,02/27/2025,12:00:32,12:19:54,0,,2025-02-27 12:00:37
TRX003405,CUST003549,EMP000756,02/27/2025,12:07:37,12:37:25,0,,2025-02-27 12:07:42
TRX003406,CUST004817,EMP000756,02/27/2025,12:09:32,12:37:26,0,,2025-02-27 12:09:37
TRX003407,CUST009162,EMP000231,02/27/2025,12:09:41,12:21:22,0,,2025-02-27 12:09:46
TRX003408,CUST005205,EMP000437,02/27/2025,12:28:49,12:45:48,0,,2025-02-27 12:28:54
TRX003409,CUST001979,EMP000231,02/27/2025,12:29:39,12:49:37,0,,2025-02-27 12:29:44
TRX003410,CUST007747,EMP000208,02/27/2025,12:33:50,12:55:06,0,,2025-02-27 12:33:55
TRX003411,CUST004170,EMP000302,02/27/2025,12:38:54,13:02:12,0,,2025-02-27 12:38:59
TRX003412,CUST005584,EMP000302,02/27/2025,12:40:41,13:01:18,0,,2025-02-27 12:40:46
TRX003413,CUST004547,EMP000302,02/27/2025,12:54:17,13:06:31,1,Missing toppings,2025-02-27 12:54:22
TRX003414,CUST007931,EMP000756,02/27/2025,12:56:47,13:22:28,0,,2025-02-27 12:56:52
TRX003415,CUST004945,EMP000646,02/27/2025,13:02:11,13:14:07,0,,2025-02-27 13:02:16
TRX003416,CUST006814,EMP000295,02/27/2025,13:02:43,13:30:57,0,,2025-02-27 13:02:48
TRX003417,CUST008584,EMP000756,02/27/2025,13:05:16,13:19:16,0,,2025-02-27 13:05:21
TRX003418,CUST007656,EMP000756,02/27/2025,13:07:39,13:35:38,0,,2025-02-27 13:07:44
TRX003419,CUST008674,EMP000437,02/27/2025,13:36:13,13:57:53,0,,2025-02-27 13:36:18
TRX003420,CUST003570,EMP000208,02/27/2025,13:37:23,13:51:28,0,,2025-02-27 13:37:28
TRX003421,CUST004504,EMP000560,02/27/2025,13:57:48,14:09:08,0,,2025-02-27 13:57:53
TRX003422,CUST009162,EMP000295,02/27/2025,14:03:49,14:18:17,0,,2025-02-27 14:03:54
TRX003423,CUST004537,EMP000286,02/27/2025,14:09:03,14:30:54,0,,2025-02-27 14:09:08
TRX003424,CUST009381,EMP000756,02/27/2025,14:14:57,14:33:28,0,,2025-02-27 14:15:02
TRX003425,CUST003406,EMP000286,02/27/2025,14:26:06,14:47:01,0,,2025-02-27 14:26:11
TRX003426,CUST006034,EMP000665,02/27/2025,15:27:21,15:38:33,0,,2025-02-27 15:27:26
TRX003427,CUST007768,EMP000286,02/27/2025,15:54:13,16:06:34,0,,2025-02-27 15:54:18
TRX003428,CUST007156,EMP000437,02/27/2025,16:08:31,16:36:55,0,,2025-02-27 16:08:36
TRX003429,CUST004837,EMP000437,02/27/2025,16:13:37,16:30:18,0,,2025-02-27 16:13:42
TRX003430,CUST001704,EMP000437,02/27/2025,16:25:27,16:52:33,0,,2025-02-27 16:25:32
TRX003431,CUST003553,EMP000231,02/27/2025,16:27:45,16:53:53,0,,2025-02-27 16:27:50
TRX003432,CUST004945,EMP000208,02/27/2025,16:35:16,16:56:01,1,Order took too long,2025-02-27 16:35:21
TRX003433,CUST006964,EMP000231,02/27/2025,16:37:35,16:48:03,0,,2025-02-27 16:37:40
TRX003434,CUST006256,EMP000665,02/27/2025,16:45:33,17:02:05,0,,2025-02-27 16:45:38
TRX003435,CUST003553,EMP000665,02/27/2025,16:55:04,17:08:32,0,,2025-02-27 16:55:09
TRX003436,CUST001220,EMP000560,02/27/2025,17:09:56,17:37:27,1,Drink was missing,2025-02-27 17:10:01
TRX003437,CUST005584,EMP000302,02/27/2025,17:15:48,17:30:13,0,,2025-02-27 17:15:53
TRX003438,CUST009740,EMP000302,02/27/2025,17:18:29,17:37:23,1,Pizza was burnt,2025-02-27 17:18:34
TRX003439,CUST003553,EMP000295,02/27/2025,17:19:07,17:49:05,0,,2025-02-27 17:19:12
TRX003440,CUST008674,EMP000756,02/27/2025,17:38:36,17:58:23,0,,2025-02-27 17:38:41
TRX003441,CUST005127,EMP000437,02/27/2025,17:38:46,17:50:59,0,,2025-02-27 17:38:51
TRX003442,CUST006964,EMP000231,02/27/2025,17:48:37,18:02:41,0,,2025-02-27 17:48:42
TRX003443,CUST007085,EMP000437,02/27/2025,17:50:49,18:02:34,0,,2025-02-27 17:50:54
TRX003444,CUST005210,EMP000560,02/27/2025,17:57:03,18:15:55,0,,2025-02-27 17:57:08
TRX003445,CUST004547,EMP000437,02/27/2025,18:08:58,18:23:58,0,,2025-02-27 18:09:03
TRX003446,CUST005218,EMP000437,02/27/2025,18:09:37,18:31:02,0,,2025-02-27 18:09:42
TRX003447,CUST004170,EMP000231,02/27/2025,18:14:22,18:37:21,0,,2025-02-27 18:14:27
TRX003448,CUST004547,EMP000295,02/27/2025,18:30:33,18:47:17,0,,2025-02-27 18:30:38
TRX003449,CUST002287,EMP000646,02/27/2025,18:43:12,18:55:10,0,,2025-02-27 18:43:17
TRX003450,CUST008578,EMP000560,02/27/2025,18:45:28,19:09:30,0,,2025-02-27 18:45:33
TRX003451,CUST009993,EMP000302,02/27/2025,18:46:17,19:12:46,1,Missing toppings,2025-02-27 18:46:22
TRX003452,CUST008782,EMP000286,02/27/2025,18:47:21,19:11:07,0,,2025-02-27 18:47:26
TRX003453,CUST006964,EMP000646,02/27/2025,18:48:01,19:10:51,0,,2025-02-27 18:48:06
TRX003454,CUST001597,EMP000560,02/27/2025,18:57:55,19:27:07,0,,2025-02-27 18:58:00
TRX003455,CUST002583,EMP000302,02/27/2025,19:06:41,19:18:39,0,,2025-02-27 19:06:46
TRX003456,CUST001988,EMP000756,02/27/2025,19:09:27,19:21:04,0,,2025-02-27 19:09:32
TRX003457,CUST005109,EMP000665,02/27/2025,19:09:52,19:34:59,0,,2025-02-27 19:09:57
TRX003458,CUST008951,EMP000665,02/27/2025,19:11:01,19:23:17,1,Missing toppings,2025-02-27 19:11:06
TRX003459,CUST002965,EMP000437,02/27/2025,19:11:44,19:33:11,0,,2025-02-27 19:11:49
TRX003460,CUST003319,EMP000646,02/27/2025,19:14:07,19:26:47,0,,2025-02-27 19:14:12
TRX003461,CUST004354,EMP000665,02/27/2025,19:44:21,20:11:53,0,,2025-02-27 19:44:26
TRX003462,CUST005249,EMP000665,02/27/2025,19:55:23,20:21:22,1,Received wrong pizza,2025-02-27 19:55:28
TRX003463,CUST003549,EMP000665,02/27/2025,20:11:00,20:24:18,0,,2025-02-27 20:11:05
TRX003464,CUST004547,EMP000437,02/27/2025,20:15:36,20:39:19,0,,2025-02-27 20:15:41
TRX003465,CUST007150,EMP000437,02/27/2025,20:23:35,20:34:11,0,,2025-02-27 20:23:40
TRX003466,CUST005270,EMP000437,02/27/2025,20:35:42,20:59:33,0,,2025-02-27 20:35:47
TRX003467,CUST001042,EMP000208,02/27/2025,21:22:02,21:36:01,0,,2025-02-27 21:22:07
TRX003468,CUST006333,EMP000665,02/27/2025,21:38:02,22:01:19,0,,2025-02-27 21:38:07
TRX003469,CUST004537,EMP000231,02/27/2025,21:39:53,22:03:31,0,,2025-02-27 21:39:58
TRX003470,CUST005127,EMP000231,02/27/2025,21:53:24,22:17:39,0,,2025-02-27 21:53:29
TRX003471,CUST001042,EMP000231,02/27/2025,22:03:03,22:18:48,0,,2025-02-27 22:03:08
TRX003472,CUST007768,EMP000286,02/28/2025,11:34:54,11:49:22,0,,2025-02-28 11:34:59
TRX003473,CUST009740,EMP000208,02/28/2025,11:49:43,12:01:33,0,,2025-02-28 11:49:48
TRX003474,CUST006043,EMP000208,02/28/2025,11:50:01,12:14:02,0,,2025-02-28 11:50:06
TRX003475,CUST005249,EMP000665,02/28/2025,12:02:32,12:22:43,0,,2025-02-28 12:02:37
TRX003476,CUST009381,EMP000295,02/28/2025,12:08:55,12:29:57,0,,2025-02-28 12:09:00
TRX003477,CUST007768,EMP000665,02/28/2025,12:29:20,12:45:33,0,,2025-02-28 12:29:25
TRX003478,CUST008422,EMP000756,02/28/2025,12:34:26,12:47:26,0,,2025-02-28 12:34:31
TRX003479,CUST007809,EMP000560,02/28/2025,12:36:18,12:51:37,0,,2025-02-28 12:36:23
TRX003480,CUST009381,EMP000208,02/28/2025,12:44:01,12:56:57,0,,2025-02-28 12:44:06
TRX003481,CUST005205,EMP000437,02/28/2025,12:48:17,13:10:52,1,Order took too long,2025-02-28 12:48:22
TRX003482,CUST004105,EMP000231,02/28/2025,13:05:32,13:26:15,0,,2025-02-28 13:05:37
TRX003483,CUST006034,EMP000302,02/28/2025,13:09:50,13:39:25,0,,2025-02-28 13:09:55
TRX003484,CUST005109,EMP000756,02/28/2025,13:57:51,14:09:31,1,Wrong pizza size,2025-02-28 13:57:56
TRX003485,CUST006964,EMP000231,02/28/2025,14:02:50,14:22:14,0,,2025-02-28 14:02:55
TRX003486,CUST005429,EMP000286,02/28/2025,14:10:13,14:29:43,0,,2025-02-28 14:10:18
TRX003487,CUST006333,EMP000665,02/28/2025,14:20:54,14:46:14,0,,2025-02-28 14:20:59
TRX003488,CUST007482,EMP000208,02/28/2025,14:52:00,15:02:04,1,Drink was missing,2025-02-28 14:52:05
TRX003489,CUST005584,EMP000286,02/28/2025,15:08:43,15:35:35,0,,2025-02-28 15:08:48
TRX003490,CUST003406,EMP000665,02/28/2025,15:26:21,15:41:57,0,,2025-02-28 15:26:26
TRX003491,CUST007085,EMP000208,02/28/2025,15:44:50,16:12:05,0,,2025-02-28 15:44:55
TRX003492,CUST004837,EMP000286,02/28/2025,16:01:29,16:16:36,0,,2025-02-28 16:01:34
TRX003493,CUST008004,EMP000646,02/28/2025,16:30:08,16:50:01,0,,2025-02-28 16:30:13
